,Date,City,Country,Cloudiness,Humidity,Latitude,Longitude,Maximum Temp,Wind Speed
301,2021-06-02 12:40:55,abhar,IR,0,22,36.1468,49.218,297.41,4.81
302,2021-06-02 12:40:57,darlawn,IN,76,98,24.0167,92.9,293.04,0.99
303,2021-06-02 12:40:58,paamiut,GL,100,88,61.994,-49.6678,276.58,4.04
304,2021-06-02 12:41:00,dondo,MZ,30,96,-19.6094,34.7431,296.88,2.04
305,2021-06-02 12:41:01,boa vista,BR,75,55,2.8197,-60.6733,305.14,2.06
306,2021-06-02 12:41:04,anadyr,RU,0,74,64.75,177.4833,273.43,1.79
307,2021-06-02 12:41:05,pandaan,ID,90,91,-7.6527,112.6875,299.87,1.34
308,2021-06-02 12:40:46,pimenta bueno,BR,17,42,-11.6725,-61.1936,305.38,2.01
309,2021-06-02 12:36:35,abu dhabi,AE,0,75,24.4667,54.3667,306.21,3.57
310,2021-06-02 12:41:09,kichera,RU,80,79,55.9375,110.0997,282.61,0.44
311,2021-06-02 12:41:10,urussu,RU,100,94,54.5981,53.4631,283.8,4.3
312,2021-06-02 12:41:12,cabatuan,PH,97,89,10.8794,122.486,298.18,2.82
313,2021-06-02 12:41:13,leona vicario,MX,21,50,20.9667,-87.1917,303.12,1.9
314,2021-06-02 12:41:15,mehamn,NO,0,42,71.0357,27.8492,291.12,2.06
315,2021-06-02 12:41:17,dobre miasto,PL,48,74,53.9867,20.3975,292.53,3.52
316,2021-06-02 12:41:18,prado,BR,39,65,-17.3411,-39.2208,299.54,3.56
317,2021-06-02 12:41:19,tezu,IN,94,97,27.9167,96.1667,296.97,1.59
318,2021-06-02 12:41:21,zabol,AF,3,10,32.25,67.25,297.61,3.84
319,2021-06-02 12:41:22,angoche,MZ,92,79,-16.2325,39.9086,296.7,2.99
320,2021-06-02 12:41:24,juegang,CN,100,96,32.3174,121.1855,292.98,2.32
321,2021-06-02 12:41:25,shadrinsk,RU,100,57,56.0852,63.6335,286.61,2.01
322,2021-06-02 12:37:56,enid,US,75,63,36.3956,-97.8784,297.05,0.45
323,2021-06-02 12:41:27,boende,CD,93,95,-0.2167,20.8667,295.48,1.37
324,2021-06-02 12:41:30,arlit,NE,37,7,18.7369,7.3853,311.8,2.84
325,2021-06-02 12:41:31,hami,CN,0,10,42.8,93.45,298.35,4.82
326,2021-06-02 12:41:32,igarka,RU,100,100,67.4667,86.5833,273.87,1.7
327,2021-06-02 12:41:34,gambissara,SN,91,19,13.2382,-14.3108,313.59,2.23
328,2021-06-02 12:41:35,tonj,SS,74,64,7.2737,28.6822,299.94,0.57
329,2021-06-02 12:41:37,broome,US,90,77,42.2506,-75.833,293.36,2.7
330,2021-06-02 12:31:38,salinas,US,40,77,36.6777,-121.6555,299.37,0.0
331,2021-06-02 12:41:39,mollendo,PE,67,77,-17.0231,-72.0147,292.74,2.67
332,2021-06-02 12:41:40,sakaiminato,JP,40,64,35.55,133.2333,294.14,3.09
333,2021-06-02 12:41:42,saint simons,US,20,62,31.1352,-81.3901,302.76,4.12
334,2021-06-02 12:41:44,shanhetun,CN,100,92,44.7,127.2,287.32,5.29
335,2021-06-02 12:41:46,fethiye,TR,0,66,36.6217,29.1164,295.08,1.21
336,2021-06-02 12:41:47,port hardy,CA,75,94,50.6996,-127.4199,286.25,3.6
337,2021-06-02 12:41:49,asau,RO,100,77,46.4333,26.4,285.24,3.15
338,2021-06-02 12:41:50,luganville,VU,100,81,-15.5333,167.1667,297.17,3.83
339,2021-06-02 12:41:52,chapais,CA,99,47,49.7834,-74.8492,291.03,2.99
340,2021-06-02 12:41:53,kurkino,RU,22,77,53.4257,38.6582,284.49,5.63
341,2021-06-02 12:41:54,ostrovnoy,RU,92,87,68.0531,39.5131,280.63,2.52
342,2021-06-02 12:41:56,beringovskiy,RU,23,81,63.05,179.3167,272.6,3.29
343,2021-06-02 12:41:57,sisimiut,GL,52,67,66.9395,-53.6735,278.0,2.97
344,2021-06-02 12:41:58,biloela,AU,95,89,-24.4167,150.5,290.05,2.09
345,2021-06-02 12:35:00,wilmington,US,75,76,34.2257,-77.9447,300.9,2.57
346,2021-06-02 12:42:01,kihei,US,20,68,20.785,-156.4656,299.73,2.74
347,2021-06-02 12:42:03,tazovskiy,RU,100,65,67.4667,78.7,275.82,2.3
348,2021-06-02 12:42:04,saint-francois,FR,0,78,46.4154,3.9054,294.53,2.57
349,2021-06-02 12:42:06,yagodnoye,RU,63,69,62.55,149.6667,278.79,1.13
350,2021-06-02 12:42:07,codrington,AU,61,85,-38.2667,141.9667,282.27,3.54
351,2021-06-02 12:42:09,marsaxlokk,MT,20,78,35.8419,14.5431,294.86,6.69
352,2021-06-02 12:42:10,cairns,AU,90,93,-16.9167,145.7667,293.12,3.6
353,2021-06-02 12:42:11,tilichiki,RU,9,71,60.4667,166.1,278.23,0.48
354,2021-06-02 12:42:13,catuday,PH,100,84,16.2923,119.8062,299.19,4.4
355,2021-06-02 12:42:14,klaksvik,FO,99,95,62.2266,-6.589,283.66,4.3
356,2021-06-02 12:42:16,korla,CN,22,20,41.7597,86.1469,300.34,2.93
357,2021-06-02 12:41:49,nabire,ID,74,92,-3.3667,135.4833,297.12,1.6
358,2021-06-02 12:41:36,great falls,US,1,38,47.5002,-111.3008,299.59,1.34
359,2021-06-02 12:42:19,ravar,IR,6,9,31.2656,56.8055,305.76,0.62
360,2021-06-02 12:42:21,ondjiva,AO,45,25,-17.0667,15.7333,291.14,3.15
361,2021-06-02 12:42:22,alofi,NU,100,100,-19.0595,-169.9187,295.09,2.06
362,2021-06-02 12:42:24,tabuk,PH,89,83,17.4189,121.4443,298.74,2.63
363,2021-06-02 12:42:25,kobyzhcha,UA,99,80,50.8285,31.5044,290.1,5.23
364,2021-06-02 12:42:26,esil,KZ,85,43,51.9556,66.4042,292.49,5.79
365,2021-06-02 12:42:28,gamba,GA,43,87,-2.65,10.0,297.58,2.75
366,2021-06-02 12:42:29,axim,GH,89,78,4.8699,-2.2405,300.86,3.19
367,2021-06-02 12:42:31,bonthe,SL,85,73,7.5264,-12.505,301.38,3.97
368,2021-06-02 12:40:21,petropavlovsk-kamchatskiy,RU,44,93,53.0452,158.6483,272.48,2.11
369,2021-06-02 12:35:54,shenzhen,CN,98,94,22.5455,114.0683,302.71,2.33
370,2021-06-02 12:42:34,comodoro rivadavia,AR,0,57,-45.8667,-67.5,283.07,5.66
371,2021-06-02 12:42:36,krasnoborsk,RU,73,73,61.5598,45.934,283.96,2.91
372,2021-06-02 12:42:37,grindavik,IS,40,71,63.8424,-22.4338,282.35,4.52
373,2021-06-02 12:42:38,tupsan,PH,98,81,9.1992,124.7769,300.24,1.45
374,2021-06-02 12:42:39,muravlenko,RU,97,61,63.7898,74.523,277.4,6.85
375,2021-06-02 12:42:41,khatanga,RU,100,84,71.9667,102.5,273.98,1.67
376,2021-06-02 12:42:42,suntar,RU,31,78,62.1444,117.6319,285.89,2.58
377,2021-06-02 12:42:43,poum,NC,87,67,-20.2333,164.0167,295.38,5.87
378,2021-06-02 12:42:45,americus,US,1,35,32.0724,-84.2327,304.68,1.54
379,2021-06-02 12:42:46,bartica,GY,91,93,6.4,-58.6167,298.33,2.0
380,2021-06-02 12:42:48,san rafael,AR,5,52,-34.6177,-68.3301,288.96,3.77
381,2021-06-02 12:42:49,bowen,AU,96,87,-20.0167,148.2333,290.27,2.94
382,2021-06-02 12:42:51,bukama,CD,91,42,-9.2,25.85,297.79,0.57
383,2021-06-02 12:42:53,sao benedito do rio preto,BR,58,79,-3.3336,-43.5283,301.02,1.42
384,2021-06-02 12:42:54,bereda,ES,94,96,43.2686,-7.5406,289.58,2.47
385,2021-06-02 12:42:56,palu,ID,50,95,-0.8917,119.8707,297.57,1.48
386,2021-06-02 12:42:57,anori,BR,30,42,-3.7728,-61.6442,307.53,0.18
387,2021-06-02 12:42:58,waipawa,NZ,0,89,-41.4122,175.5153,282.0,2.01
388,2021-06-02 12:43:00,moerai,PF,89,78,-22.4333,-151.3333,297.88,6.17
389,2021-06-02 12:43:01,fernley,US,48,16,39.608,-119.2518,306.37,0.89
390,2021-06-02 12:43:02,concarneau,FR,36,79,47.875,-3.9225,289.85,3.95
391,2021-06-02 12:43:04,illapel,CL,16,29,-31.6308,-71.1653,299.22,1.87
392,2021-06-02 12:43:05,mahajanga,MG,20,83,-15.7167,46.3167,297.16,1.03
393,2021-06-02 12:43:07,ketchikan,US,90,94,55.3422,-131.6461,285.41,3.09
394,2021-06-02 12:43:08,la asuncion,VE,78,46,11.0333,-63.8628,307.0,4.81
395,2021-06-02 12:43:09,mount isa,AU,90,83,-20.7333,139.5,293.02,4.12
396,2021-06-02 12:43:11,muzhi,RU,100,70,65.3667,64.6667,275.82,7.62
397,2021-06-02 12:43:12,mattru,SL,98,82,7.6244,-11.8332,299.89,2.5
398,2021-06-02 12:43:14,trinidad,BO,20,66,-14.8333,-64.9,303.14,2.57
399,2021-06-02 12:43:15,maragogi,BR,46,66,-9.0122,-35.2225,300.14,3.87
400,2021-06-02 12:43:16,southbridge,US,100,41,42.0751,-72.0334,300.93,2.24
401,2021-06-02 12:43:18,yerbogachen,RU,1,54,61.2767,108.0108,287.29,1.49
402,2021-06-02 12:43:19,saeby,DK,36,85,57.3319,10.5225,290.35,3.8
403,2021-06-02 12:43:21,klooga,EE,9,69,59.3197,24.2114,291.73,2.91
404,2021-06-02 12:43:22,coahuayana,MX,94,45,18.7333,-103.6833,307.32,3.77
405,2021-06-02 12:43:24,inirida,CO,94,72,3.8653,-67.9239,302.02,1.36
406,2021-06-02 12:43:25,dikson,RU,96,89,73.5069,80.5464,269.56,2.67
407,2021-06-02 12:43:26,jijiga,ET,96,76,9.35,42.8,291.75,6.35
408,2021-06-02 12:43:28,kalengwa,ZM,71,41,-13.4659,25.0027,291.58,1.07
409,2021-06-02 12:43:29,sergeyevka,KZ,22,58,53.88,67.4158,287.79,3.66
410,2021-06-02 12:43:31,mocajuba,BR,25,51,-2.5842,-49.5072,305.54,1.18
411,2021-06-02 12:43:32,dabakala,CI,100,47,8.3667,-4.4333,305.05,1.84
412,2021-06-02 12:43:33,xai-xai,MZ,67,89,-25.0519,33.6442,291.6,1.68
413,2021-06-02 12:43:35,saravan,AM,28,41,39.7196,45.6483,296.51,1.52
414,2021-06-02 12:43:36,vincennes,FR,90,71,48.85,2.4333,297.59,2.82
415,2021-06-02 12:43:38,bathsheba,BB,40,51,13.2167,-59.5167,303.49,6.11
416,2021-06-02 12:43:39,verkhoyansk,RU,95,50,67.5447,133.385,288.22,0.52
417,2021-06-02 12:43:41,malabo,GQ,40,89,3.75,8.7833,300.07,1.54
418,2021-06-02 12:43:44,kattivakkam,IN,9,90,13.2167,80.3167,303.75,4.88
419,2021-06-02 12:43:45,naze,JP,100,88,28.3667,129.4833,296.04,5.3
420,2021-06-02 12:43:46,mayumba,GA,39,86,-3.432,10.6554,297.86,1.97
421,2021-06-02 12:43:48,sosnovo-ozerskoye,RU,100,69,52.5249,111.5418,283.29,1.51
422,2021-06-02 12:43:39,taksimo,RU,100,90,56.3444,114.8794,284.96,1.22
423,2021-06-02 12:43:50,moroni,KM,85,74,-11.7022,43.2551,297.93,1.08
424,2021-06-02 12:43:52,liku,ID,49,92,-0.7275,119.8922,297.3,1.67
425,2021-06-02 12:43:53,port hedland,AU,94,37,-20.3167,118.5667,294.18,4.12
426,2021-06-02 12:43:55,lingao,CN,99,75,19.9103,109.6859,302.18,3.54
427,2021-06-02 12:41:22,acapulco,MX,75,55,16.8634,-99.8901,305.05,3.13
428,2021-06-02 12:43:58,praia da vitoria,PT,20,63,38.7333,-27.0667,292.29,3.51
429,2021-06-02 12:44:00,kununurra,AU,99,78,-15.7667,128.7333,296.14,0.0
430,2021-06-02 12:44:01,moree,AU,90,88,-29.4667,149.85,287.16,5.66
431,2021-06-02 12:44:02,makaleng,BW,0,19,-20.9,27.2833,286.13,2.13
432,2021-06-02 12:44:04,avera,US,100,36,33.194,-82.5271,302.99,2.84
433,2021-06-02 12:44:05,maarianhamina,AX,0,45,60.0973,19.9348,292.07,2.57
434,2021-06-02 12:44:06,abha,SA,20,12,18.2164,42.5053,300.05,5.6
435,2021-06-02 12:44:08,zhangjiakou,CN,76,51,40.81,114.8794,285.47,3.65
436,2021-06-02 12:44:09,polunochnoye,RU,8,53,60.8697,60.4153,278.93,2.02
437,2021-06-02 12:44:11,camacha,PT,40,55,33.0833,-16.3333,290.83,6.17
438,2021-06-02 12:44:13,dukat,RU,87,71,62.55,155.55,277.09,1.29
439,2021-06-02 12:43:51,san jose,US,20,70,37.3394,-121.895,296.92,2.06
440,2021-06-02 12:44:15,bud,US,100,97,39.447,-86.1758,291.65,5.11
441,2021-06-02 12:41:18,helena,US,1,44,46.5927,-112.0361,301.66,1.79
442,2021-06-02 12:44:18,salo,IT,40,71,45.6086,10.531,299.14,0.18
443,2021-06-02 12:44:19,pitimbu,BR,21,68,-7.4706,-34.8086,302.48,5.6
444,2021-06-02 12:44:20,shiloh,US,90,87,38.5614,-89.8973,293.0,3.09
445,2021-06-02 12:44:22,prince rupert,CA,90,94,54.3161,-130.3201,287.2,4.63
446,2021-06-02 12:32:40,luanda,AO,20,83,-8.8368,13.2343,298.15,3.6
447,2021-06-02 12:44:24,bontang,ID,96,81,0.1333,117.5,299.38,2.94
448,2021-06-02 12:44:25,tornio,FI,48,60,65.8481,24.1466,291.16,1.55
449,2021-06-02 12:44:27,verkhnyaya inta,RU,100,88,65.9811,60.3094,274.43,7.47
450,2021-06-02 12:44:29,springhill,US,20,85,33.006,-93.4668,297.95,3.42
451,2021-06-02 12:44:31,tarata,BO,77,7,-17.6167,-66.0167,296.52,0.15
452,2021-06-02 12:44:32,saint-augustin,CA,77,54,51.226,-58.6502,289.49,6.44
453,2021-06-02 12:44:33,baculin,PH,60,86,7.4525,126.5842,298.9,2.71
454,2021-06-02 12:44:36,tanout,NE,59,10,14.9709,8.8879,310.08,4.43
455,2021-06-02 12:44:37,constitucion,CL,55,70,-35.3333,-72.4167,290.25,4.79
456,2021-06-02 12:44:38,feni,BD,67,89,23.0186,91.41,300.17,2.65
457,2021-06-02 12:44:40,telford,GB,75,70,52.6766,-2.4493,293.96,3.36
458,2021-06-02 12:44:41,jinxiang,CN,100,97,27.4327,120.6062,297.27,3.85
459,2021-06-02 12:44:42,tabou,CI,45,79,4.423,-7.3528,300.7,3.34
460,2021-06-02 12:44:44,kruisfontein,ZA,81,74,-34.0033,24.7314,287.53,7.89
461,2021-06-02 12:44:45,lavrentiya,RU,31,70,65.5833,-171.0,272.08,5.96
462,2021-06-02 12:44:46,messina,IT,20,80,38.1933,15.5497,296.46,1.79
463,2021-06-02 12:44:50,xiuyan,CN,100,99,40.2928,123.2744,289.14,1.88
464,2021-06-02 12:44:51,ngunguru,NZ,100,67,-35.6167,174.5,285.46,3.0
465,2021-06-02 12:44:53,mecca,SA,7,31,21.4267,39.8261,308.07,2.17
466,2021-06-02 12:44:54,solnechnyy,RU,18,92,50.7214,136.6319,281.47,1.59
467,2021-06-02 12:44:56,klyuchi,RU,36,72,52.2667,79.1667,294.0,5.16
468,2021-06-02 12:44:57,puerto leguizamo,CO,42,77,-0.1934,-74.7819,301.63,1.22
469,2021-06-02 12:44:59,buala,SB,55,84,-8.145,159.5921,299.63,2.18
470,2021-06-02 12:45:00,taywarah,AF,12,22,33.35,64.4167,290.02,3.26
471,2021-06-02 12:45:01,shingu,JP,99,93,33.7333,135.9833,290.88,2.74
472,2021-06-02 12:45:02,pala,TD,77,46,9.3642,14.9046,303.66,4.76
473,2021-06-02 12:45:04,pyatnitskoye,RU,100,71,50.4233,37.8273,288.01,8.75
474,2021-06-02 12:45:06,batagay,RU,61,50,67.6333,134.6333,286.51,1.29
475,2021-06-02 12:45:07,shelopugino,RU,89,97,51.6514,117.5599,280.21,1.11
476,2021-06-02 12:45:08,santa rita,BR,75,70,-7.1139,-34.9781,302.52,6.69
477,2021-06-02 12:45:10,dhali,IN,35,77,10.5,77.1667,299.18,2.86
478,2021-06-02 12:40:58,miri,MY,20,94,4.4148,114.0089,299.23,1.55
479,2021-06-02 12:45:13,muros,ES,78,81,42.7762,-9.0603,290.43,4.13
480,2021-06-02 12:45:14,kaeo,NZ,91,92,-35.1,173.7833,285.55,1.66
481,2021-06-02 12:45:15,paranaiba,BR,0,28,-19.6772,-51.1908,305.56,1.67
482,2021-06-02 12:44:36,road town,VG,40,70,18.4167,-64.6167,302.7,4.63
483,2021-06-02 12:45:18,souillac,MU,40,69,-20.5167,57.5167,297.79,7.77
484,2021-06-02 12:45:19,murgab,TM,0,31,37.4966,61.9714,307.08,3.73
485,2021-06-02 12:45:21,whitehorse,CA,90,70,60.7161,-135.0538,283.16,5.36
486,2021-06-02 12:45:22,covington,US,90,94,39.0837,-84.5086,292.9,2.57
487,2021-06-02 12:45:24,kostomuksha,RU,79,48,64.571,30.5767,290.82,0.86
488,2021-06-02 12:45:26,itoman,JP,75,94,26.1247,127.6694,299.58,5.66
489,2021-06-02 12:45:27,bulgan,MN,11,84,48.8125,103.5347,280.99,1.06
490,2021-06-02 12:45:28,palizada,MX,8,32,18.25,-92.0833,309.24,3.09
491,2021-06-02 12:45:30,kualakapuas,ID,100,90,-3.0091,114.3876,297.24,1.05
492,2021-06-02 12:45:31,shar,KZ,99,74,49.5886,81.0453,292.9,3.08
493,2021-06-02 12:45:32,krasnaya gora,RU,66,80,52.9995,31.6023,291.1,3.97
494,2021-06-02 12:45:34,placido de castro,BR,31,39,-10.3353,-67.1856,306.6,1.63
495,2021-06-02 12:45:35,tura,IN,30,95,25.5198,90.2201,296.71,3.01
496,2021-06-02 12:45:36,eenhana,NA,27,25,-17.4667,16.3333,294.01,3.07
497,2021-06-02 12:45:38,kaiyuan,CN,82,81,23.6977,103.3037,294.52,2.16
498,2021-06-02 12:45:39,qeshm,IR,0,71,26.9581,56.2719,307.08,1.57
499,2021-06-02 12:45:41,alappuzha,IN,53,82,9.49,76.3264,300.53,2.38
500,2021-06-02 12:45:42,sabang,ID,78,77,5.8933,95.3214,301.24,4.01
501,2021-06-02 12:44:39,bahia blanca,AR,33,45,-38.7196,-62.2724,285.44,4.17
502,2021-06-02 12:45:45,omboue,GA,53,84,-1.5746,9.2618,297.93,2.54
503,2021-06-02 12:45:46,naini tal,IN,0,65,29.3974,79.4469,286.98,2.56
504,2021-06-02 12:45:47,kulhudhuffushi,MV,64,75,6.6221,73.07,301.57,8.14
505,2021-06-02 12:45:49,hofn,IS,90,93,64.2539,-15.2082,281.16,8.23
506,2021-06-02 12:45:50,bilibino,RU,19,50,68.0546,166.4372,285.37,1.73
507,2021-06-02 12:45:52,dandong,CN,100,97,40.1292,124.3947,289.09,4.26
508,2021-06-02 12:45:02,misratah,LY,99,68,32.3754,15.0925,296.37,10.44
509,2021-06-02 12:45:54,alta floresta,BR,40,36,-9.8756,-56.0861,307.05,2.06
510,2021-06-02 12:45:55,touros,BR,1,62,-5.1989,-35.4608,303.65,7.12
511,2021-06-02 12:45:57,ormara,PK,33,81,25.2088,64.6357,302.31,2.85
512,2021-06-02 12:45:58,saurimo,AO,36,35,-9.6608,20.3916,293.19,1.67
513,2021-06-02 12:45:59,port moresby,PG,96,88,-9.4431,147.1797,296.59,2.29
514,2021-06-02 12:46:01,husavik,IS,98,74,66.0449,-17.3389,285.1,2.43
515,2021-06-02 12:41:35,clarksburg,US,20,71,39.2807,-80.3445,298.65,2.95
516,2021-06-02 12:46:03,tamandare,BR,47,62,-8.7597,-35.1047,300.51,3.91
517,2021-06-02 12:42:22,sao joao da barra,BR,1,75,-21.6403,-41.0511,301.2,4.47
518,2021-06-02 12:46:06,padang,ID,80,87,-0.9492,100.3543,299.07,1.88
519,2021-06-02 12:45:07,merritt,CA,91,29,50.1123,-120.7942,293.61,4.06
520,2021-06-02 12:46:08,livingstonia,MW,74,80,-10.606,34.1063,289.94,1.9
521,2021-06-02 12:46:09,taoudenni,ML,47,8,22.6783,-3.9836,317.45,4.29
522,2021-06-02 12:45:07,central point,US,1,43,42.376,-122.9164,302.83,2.24
523,2021-06-02 12:46:12,jasidih,IN,44,44,24.5167,86.65,305.97,1.35
524,2021-06-02 12:46:15,belmonte,BR,21,65,-15.8631,-38.8828,301.43,4.15
525,2021-06-02 12:46:16,naujamiestis,LT,70,78,55.6869,24.1523,292.68,2.64
526,2021-06-02 12:46:17,shelburne,CA,90,49,44.0787,-80.2041,296.62,3.58
527,2021-06-02 12:42:15,manama,BH,0,55,26.2154,50.5832,312.25,4.63
528,2021-06-02 12:46:20,itarema,BR,34,69,-2.9248,-39.9167,301.98,6.37
529,2021-06-02 12:46:21,puerto baquerizo moreno,EC,40,65,-0.9,-89.6,299.7,6.69
530,2021-06-02 12:46:23,killybegs,IE,100,86,54.6333,-8.45,289.99,1.93
531,2021-06-02 12:45:23,elat,IL,0,35,29.5581,34.9482,306.06,6.17
532,2021-06-02 12:46:25,gizo,SB,78,77,-8.103,156.8419,300.62,0.43
533,2021-06-02 12:46:26,gold coast,AU,40,90,-28.0,153.4333,289.28,2.07
534,2021-06-02 12:46:28,ponta delgada,PT,20,48,37.7333,-25.6667,291.55,5.14
535,2021-06-02 12:46:29,jabinyanah,TN,70,81,35.035,10.9081,297.04,4.53
536,2021-06-02 12:46:30,rock springs,US,1,21,41.5875,-109.2029,294.84,2.87
537,2021-06-02 12:46:32,pinsk,BY,100,71,52.1229,26.0951,287.18,2.47
538,2021-06-02 12:35:54,lagos,NG,74,79,6.5833,3.75,302.33,3.2
539,2021-06-02 12:46:35,saint-pierre,RE,0,77,-21.3393,55.4781,297.97,11.32
540,2021-06-02 12:46:36,nuevo progreso,MX,83,54,23.1667,-97.95,301.74,5.54
541,2021-06-02 12:46:38,kieta,PG,93,83,-6.2167,155.6333,299.18,1.86
542,2021-06-02 12:46:39,caala,AO,16,34,-12.8525,15.5606,288.98,0.83
543,2021-06-02 12:46:40,almaznyy,RU,100,95,48.0448,40.045,289.23,4.52
544,2021-06-02 12:46:42,kenai,US,1,65,60.5544,-151.2583,283.18,2.06
545,2021-06-02 12:46:44,znamenskoye,RU,77,68,57.1281,73.8282,283.83,2.58
546,2021-06-02 12:46:46,serebryanyy bor,RU,48,97,56.8,124.8,277.69,1.11
547,2021-06-02 12:46:47,jinchang,CN,100,15,38.4953,102.1739,287.6,0.72
548,2021-06-02 12:46:48,arinos,BR,37,25,-15.9169,-46.1056,305.69,2.11
549,2021-06-02 12:46:50,plastun,RU,93,95,44.7561,136.2939,283.43,0.56
550,2021-06-02 12:46:51,anito,PH,78,90,12.4497,125.2886,298.23,2.16
551,2021-06-02 12:46:53,zhezkazgan,KZ,78,57,47.8043,67.7144,293.56,2.16
552,2021-06-02 12:46:54,khunti,IN,94,59,23.0833,85.2833,298.21,2.47
553,2021-06-02 12:46:56,menongue,AO,40,34,-14.6585,17.691,288.91,2.21
554,2021-06-02 12:46:58,mirwah,YE,29,56,13.9228,43.9176,298.86,1.3
555,2021-06-02 12:46:59,miramar,US,90,74,25.9873,-80.2323,304.27,2.57
556,2021-06-02 12:47:00,marzuq,YE,87,48,14.4,46.4667,300.37,2.4
557,2021-06-02 12:47:02,bonfim,BR,68,72,3.0833,-59.95,301.75,1.48
558,2021-06-02 12:47:03,miyako,JP,5,90,39.6367,141.9525,288.3,1.57
559,2021-06-02 12:47:04,wainwright,CA,58,46,52.839,-110.8572,299.1,3.74
560,2021-06-02 12:47:06,teahupoo,PF,89,68,-17.8333,-149.2667,295.13,4.53
561,2021-06-02 12:47:07,hervey bay,AU,7,76,-25.2986,152.8535,292.61,2.09
562,2021-06-02 12:42:34,waynesboro,US,75,54,38.0685,-78.8895,299.75,0.45
563,2021-06-02 12:47:10,teresopolis,BR,8,80,-22.4122,-42.9656,295.58,0.43
564,2021-06-02 12:47:11,foca,TR,46,60,38.6703,26.7566,294.08,5.8
565,2021-06-02 12:47:13,pizarro,CO,100,79,4.9533,-77.366,300.85,2.0
566,2021-06-02 12:47:14,avrille,FR,60,53,47.5,-0.5833,296.86,4.93
567,2021-06-02 12:47:15,san bartolo,MX,100,63,19.1833,-100.05,290.27,2.77
568,2021-06-02 12:47:17,zheleznogorsk-ilimskiy,RU,31,55,56.5768,104.1217,285.45,0.84
569,2021-06-02 12:47:18,lumberton,US,100,70,34.6182,-79.0086,301.99,4.2
570,2021-06-02 12:47:19,soyo,AO,4,84,-6.1349,12.3689,301.18,3.52
571,2021-06-02 12:47:22,ternate,ID,92,77,0.8,127.4,300.45,0.67
572,2021-06-02 12:47:23,dunmore town,BS,88,81,25.5,-76.65,299.16,9.37
573,2021-06-02 12:47:26,qianan,CN,23,67,44.9932,124.0581,283.62,3.26
574,2021-06-02 12:47:27,zhangye,CN,100,16,38.9342,100.4517,288.45,1.01
575,2021-06-02 12:47:28,porto novo,BJ,49,74,6.4965,2.6036,303.05,4.24
576,2021-06-02 12:47:30,taltal,CL,18,65,-25.4,-70.4833,292.98,0.88
577,2021-06-02 12:47:31,devonport,AU,46,91,-41.1667,146.35,277.47,1.66
578,2021-06-02 12:47:32,quatre cocos,MU,46,68,-20.2078,57.7625,297.64,8.06
579,2021-06-02 12:47:34,ebejico,CO,68,51,6.326,-75.7683,300.79,0.59
580,2021-06-02 12:47:36,port shepstone,ZA,100,93,-30.7414,30.455,291.42,8.36
581,2021-06-02 12:47:37,salina cruz,MX,9,41,16.1667,-95.2,308.36,7.35
582,2021-06-02 12:47:39,voykove,UA,10,81,45.3826,36.4372,289.56,6.36
583,2021-06-02 12:47:40,mananjary,MG,34,85,-21.2167,48.3333,294.74,0.18
584,2021-06-02 12:47:41,alnashi,RU,61,68,56.1874,52.4792,285.35,3.39
585,2021-06-02 12:47:43,babaita,RO,100,75,44.1667,25.3833,289.1,0.38
586,2021-06-02 12:47:44,houma,US,86,77,29.5958,-90.7195,302.59,1.79
587,2021-06-02 12:47:46,bonavista,CA,25,66,48.6499,-53.1147,294.15,4.2
588,2021-06-02 12:47:47,sampit,ID,15,96,-2.5333,112.95,296.85,1.22
589,2021-06-02 12:47:48,nandyal,IN,17,45,15.4833,78.4833,306.48,3.56
590,2021-06-02 12:47:50,boyolangu,ID,33,89,-8.1181,111.8935,296.71,0.53
591,2021-06-02 12:47:51,balkanabat,TM,0,18,39.5108,54.3671,308.58,1.77
592,2021-06-02 12:47:53,deputatskiy,RU,15,39,69.3,139.9,284.06,1.33
593,2021-06-02 12:47:55,staryy nadym,RU,95,60,65.6118,72.6842,277.44,4.04
594,2021-06-02 12:47:57,mahina,PF,20,69,-17.5065,-149.489,298.02,6.01
595,2021-06-02 12:47:58,teguise,ES,20,50,29.0605,-13.564,295.27,7.09
596,2021-06-02 12:47:59,mackay,AU,75,94,-21.15,149.2,291.31,2.06
597,2021-06-02 12:48:00,moose factory,CA,1,55,51.2585,-80.6094,293.15,3.09
598,2021-06-02 12:48:02,watford,GB,0,47,51.6553,-0.396,297.83,2.24
599,2021-06-02 12:48:03,capitan bado,PY,16,34,-23.2667,-55.5333,302.82,2.14
600,2021-06-02 12:45:49,riachao das neves,BR,95,24,-11.7461,-44.91,306.69,2.09
601,2021-06-02 12:48:06,guatire,VE,87,81,10.4762,-66.5427,299.43,1.05
602,2021-06-02 12:48:07,caiaponia,BR,20,32,-16.9567,-51.8103,302.93,2.16
603,2021-06-02 12:48:08,ballinasloe,IE,100,98,53.3275,-8.2194,290.01,3.06
604,2021-06-02 12:44:19,itapecerica,BR,13,41,-20.4725,-45.1256,299.58,4.23
605,2021-06-02 12:45:49,poole,GB,75,77,50.7167,-2.0,294.38,1.79
606,2021-06-02 12:48:12,xiamen,CN,0,94,24.4798,118.0819,299.18,1.0
607,2021-06-02 12:48:14,batagay-alyta,RU,49,42,67.8006,130.4114,284.97,1.8
